_id,title,mainSummary,body,rumorType,crawlTime
5fec3df17d4ebd33f8361db3,美国加州病例激增 医院将考虑定量配给医疗资源,加利福尼亚州是目前美国新冠肺炎疫情最为严重的地区。据当地卫生部门统计，截至29日，加州已有超过210万新冠肺炎确诊病例，死亡病例超过24000人。当前，加州多家医院已不堪重负。一些医护人员表示，住院人数激增可能迫使医疗机构对有限的医疗资源实行定量配给。 据美国媒体报道，在占加州人口四分之一的洛杉矶县，自11月以来当地新冠肺炎确诊病例增加了965%，死亡病例占加州总计死亡病例的约40%。,加利福尼亚州是目前美国新冠肺炎疫情最为严重的地区。据当地卫生部门统计，截至29日，加州已有超过210万新冠肺炎确诊病例，死亡病例超过24000人。当前，加州多家医院已不堪重负。一些医护人员表示，住院人数激增可能迫使医疗机构对有限的医疗资源实行定量配给。 据美国媒体报道，在占加州人口四分之一的洛杉矶县，自11月以来当地新冠肺炎确诊病例增加了965%，死亡病例占加州总计死亡病例的约40%。,TRUE,2020/12/30 16:44
5fec3df17d4ebd33f8361db4,沈阳本次疫情各类密接者12001人 对所有确诊病例居住小区实施封闭管理,今天（30日）下午，沈阳市召开疫情防控新闻发布会。12月29日0时至24时，沈阳市新增2例本土新冠肺炎确诊病例和1例本土无症状感染者。截至目前，经过流调和排查，本次疫情的各类密切接触者12001人。其中：密切接触者734人，全部集中隔离，检测结果均为阴性；密切接触者的密切接触者2779人，全部集中隔离，检测结果均为阴性；次密切接触者的密切接触者8488人，全部居家隔离，检测结果均为阴性。,今天（30日）下午，沈阳市召开疫情防控新闻发布会。12月29日0时至24时，沈阳市新增2例本土新冠肺炎确诊病例和1例本土无症状感染者。截至目前，经过流调和排查，本次疫情的各类密切接触者12001人。其中：密切接触者734人，全部集中隔离，检测结果均为阴性；密切接触者的密切接触者2779人，全部集中隔离，检测结果均为阴性；次密切接触者的密切接触者8488人，全部居家隔离，检测结果均为阴性。,TRUE,2020/12/30 16:44
5fec3d737d4ebd33f8361db2,辽宁省大连市中风险地区已达到16个,近日，经辽宁省防控总指挥部同意，将大连市金普新区先进街道民馨社区、金普新区光中街道胜利西社区、沙河口区星海湾街道星海公园社区、高新区凌水街道大有恬园社区划定为中风险地区，并实施相应的管控措施。目前，大连市中风险社区达到16个。,近日，经辽宁省防控总指挥部同意，将大连市金普新区先进街道民馨社区、金普新区光中街道胜利西社区、沙河口区星海湾街道星海公园社区、高新区凌水街道大有恬园社区划定为中风险地区，并实施相应的管控措施。目前，大连市中风险社区达到16个。,TRUE,2020/12/30 16:42
5fec3d357d4ebd33f8361db0,牛津新冠疫苗获批在英国使用,当地时间30日，英国广播公司报道，由牛津大学科学团队研发的新冠病毒疫苗已获准在英国使用。该疫苗是继辉瑞疫苗之后，英国政府批准使用的第二种新冠疫苗。英国卫生大臣马休·汉考克表示，部署接种工作将于2021年1月4日开始。据了解，英国政府已与制药商阿斯利康订购了1亿剂牛津疫苗。,当地时间30日，英国广播公司报道，由牛津大学科学团队研发的新冠病毒疫苗已获准在英国使用。该疫苗是继辉瑞疫苗之后，英国政府批准使用的第二种新冠疫苗。英国卫生大臣马休·汉考克表示，部署接种工作将于2021年1月4日开始。据了解，英国政府已与制药商阿斯利康订购了1亿剂牛津疫苗。,TRUE,2020/12/30 16:41
5fec3d357d4ebd33f8361db1,蒙古国延长各省疫情防控高度戒备状态期限至2021年3月31日,当地时间12月30日，蒙古国政府举行例行工作会议，决定将原定于今年12月31日结束的全国21个省疫情防控高度戒备状态期限延长3个月至2021年3月31日，但首都乌兰巴托地区除外。在疫情防控高度戒备状态期间，该国各航空和陆路口岸客运业务将继续对外保持关闭状态，但特定专线客运和货物运输正常进行。,当地时间12月30日，蒙古国政府举行例行工作会议，决定将原定于今年12月31日结束的全国21个省疫情防控高度戒备状态期限延长3个月至2021年3月31日，但首都乌兰巴托地区除外。在疫情防控高度戒备状态期间，该国各航空和陆路口岸客运业务将继续对外保持关闭状态，但特定专线客运和货物运输正常进行。,TRUE,2020/12/30 16:41
5febfa5f7d4ebd33f8361dab,美国共和党当选议员因新冠肺炎去世,据当地媒体报道，当地时间周二（29日）晚，路易斯安那州共和党当选议员卢克莱特洛因新冠肺炎去世，享年41岁。路易斯安那州州长在社交网站上证实了这一消息。,据当地媒体报道，当地时间周二（29日）晚，路易斯安那州共和党当选议员卢克莱特洛因新冠肺炎去世，享年41岁。路易斯安那州州长在社交网站上证实了这一消息。,TRUE,2020/12/30 11:56
5febf3c37d4ebd33f8361da9,韩国再有2人确诊感染变异新冠病毒,据韩联社报道，当地时间30日韩国新增2例变异新冠病毒感染者，韩国累计变异新冠病毒感染者升至5人。新确诊的2名案例中1人为80多岁男性，本月13日自英国入境韩国后，在居家隔离过程中突发心脏骤停，送往医院后死亡。死后确诊为新冠病毒感染者，后经进一步分析确认感染的是变异新冠病毒。该80多岁男性的3名家人也在入境韩国后确认感染新冠病毒，具体感染类型还在进一步分析之中。,据韩联社报道，当地时间30日韩国新增2例变异新冠病毒感染者，韩国累计变异新冠病毒感染者升至5人。新确诊的2名案例中1人为80多岁男性，本月13日自英国入境韩国后，在居家隔离过程中突发心脏骤停，送往医院后死亡。死后确诊为新冠病毒感染者，后经进一步分析确认感染的是变异新冠病毒。该80多岁男性的3名家人也在入境韩国后确认感染新冠病毒，具体感染类型还在进一步分析之中。,TRUE,2020/12/30 11:28
5febf3c37d4ebd33f8361daa,​加拿大魁北克省发现变异新冠病毒感染病例,继加拿大安大略省、不列颠哥伦比亚省、艾伯塔省之后，加拿大魁北克省当地时间29日宣布确诊了该省首例变异新冠病毒的感染病例。这例病例可能是被其家庭成员传染的。在该病例的一家四口中，有一人近期前往英国，12月11日返回魁北克省，并在家中进行自我隔离。随后，其他三位家庭成员均在新冠病毒检测中呈阳性。至此，加拿大境内已有4个省发现了至少6例变异新冠病毒的感染病例。,继加拿大安大略省、不列颠哥伦比亚省、艾伯塔省之后，加拿大魁北克省当地时间29日宣布确诊了该省首例变异新冠病毒的感染病例。这例病例可能是被其家庭成员传染的。在该病例的一家四口中，有一人近期前往英国，12月11日返回魁北克省，并在家中进行自我隔离。随后，其他三位家庭成员均在新冠病毒检测中呈阳性。至此，加拿大境内已有4个省发现了至少6例变异新冠病毒的感染病例。,TRUE,2020/12/30 11:28
5febf3857d4ebd33f8361da8,首批来自中国的新冠肺炎疫苗抵达土耳其,当地时间12月30日清晨5时45分左右，来自中国的首批新冠肺炎疫苗抵达土耳其首都安卡拉的埃森博阿机场。疫苗刚刚抵达，土耳其卫生部长科贾即在其个人社交平台上表示，土耳其将会对这批疫苗开始为期14天的测试。测试一旦完成就会开始接种程序。土耳其航空公司负责执行此次运送疫苗的飞行任务，TK6175航班搭载着中国疫苗从北京起飞，经历了约9个小时飞行抵达安卡拉。,当地时间12月30日清晨5时45分左右，来自中国的首批新冠肺炎疫苗抵达土耳其首都安卡拉的埃森博阿机场。疫苗刚刚抵达，土耳其卫生部长科贾即在其个人社交平台上表示，土耳其将会对这批疫苗开始为期14天的测试。测试一旦完成就会开始接种程序。土耳其航空公司负责执行此次运送疫苗的飞行任务，TK6175航班搭载着中国疫苗从北京起飞，经历了约9个小时飞行抵达安卡拉。,TRUE,2020/12/30 11:26
5febcab57d4ebd33f8361cc4,国家卫健委：29日新增新冠肺炎确诊病例24例 其中本土病例7例,12月29日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例24例，其中境外输入病例17例（上海7例，天津3例，内蒙古2例，福建2例，浙江1例，山东1例，广东1例），本土病例7例（辽宁5例，北京1例，黑龙江1例）；无新增死亡病例；无新增疑似病例。,12月29日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例24例，其中境外输入病例17例（上海7例，天津3例，内蒙古2例，福建2例，浙江1例，山东1例，广东1例），本土病例7例（辽宁5例，北京1例，黑龙江1例）；无新增死亡病例；无新增疑似病例。,TRUE,2020/12/30 8:32
5febcab57d4ebd33f8361cc5,美国超200万名儿童确诊新冠肺炎 占全美确诊病例总数12.4%,当地时间12月29日，美国儿科学会表示，12月24日前一周，美国共有178935名儿童确诊新冠肺炎。截至12月24日，儿童新冠肺炎累计确诊病例达到2000681例，占全美累计新冠确诊病例的12.4%。美国儿科学会表示，自11月12日起，儿童病例数增加了100万，其中，12月10日到12月24日，儿童病例数出现了22%的上升，这意味着全美每10万名儿童中就有2658名儿童确诊新冠肺炎。,当地时间12月29日，美国儿科学会表示，12月24日前一周，美国共有178935名儿童确诊新冠肺炎。截至12月24日，儿童新冠肺炎累计确诊病例达到2000681例，占全美累计新冠确诊病例的12.4%。美国儿科学会表示，自11月12日起，儿童病例数增加了100万，其中，12月10日到12月24日，儿童病例数出现了22%的上升，这意味着全美每10万名儿童中就有2658名儿童确诊新冠肺炎。,TRUE,2020/12/30 8:32
5febbd467d4ebd33f8361c57,暂时排除“封城” 法国东部地区20个省份或将延长宵禁时间,当地时间29日，为应对法国东部地区新冠疫情再度吃紧的状况，法国政府举行了卫生国防会议商讨对策。法国卫生部长韦朗当晚在接受媒体采访时表示，法国政府将与地方官员及卫生机构继续协商，共同决定是否从2021年1月2日起在部分疫情严重的省份将宵禁开始的时间由每晚20点提前到18点，而重新“封城”的可能则被暂时排除。,当地时间29日，为应对法国东部地区新冠疫情再度吃紧的状况，法国政府举行了卫生国防会议商讨对策。法国卫生部长韦朗当晚在接受媒体采访时表示，法国政府将与地方官员及卫生机构继续协商，共同决定是否从2021年1月2日起在部分疫情严重的省份将宵禁开始的时间由每晚20点提前到18点，而重新“封城”的可能则被暂时排除。,TRUE,2020/12/30 7:35
5febbd087d4ebd33f8361c53,美国出现首例变异新冠病毒感染者,当地时间12月29日，美国科罗拉多卫生官员表示，科罗拉多当地实验室确诊了美国首例变异新冠病毒感染者，并已通知美疾控中心。此感染者是名20多岁的男性，没有旅行经历，目前在隔离状态中。科罗拉多州州长表示，“我们对这种变异新冠病毒了解不多，但英国的科学家曾警告，该病毒更具有传染性。科罗拉多州居民的健康与安全是我们的重中之重，我们将密切监视这例感染的情况并尽最大努力阻止该病毒的传播。”,当地时间12月29日，美国科罗拉多卫生官员表示，科罗拉多当地实验室确诊了美国首例变异新冠病毒感染者，并已通知美疾控中心。此感染者是名20多岁的男性，没有旅行经历，目前在隔离状态中。科罗拉多州州长表示，“我们对这种变异新冠病毒了解不多，但英国的科学家曾警告，该病毒更具有传染性。科罗拉多州居民的健康与安全是我们的重中之重，我们将密切监视这例感染的情况并尽最大努力阻止该病毒的传播。”,TRUE,2020/12/30 7:34
5febbd087d4ebd33f8361c54,福奇：美国疫情已接近失控 圣诞节后控制旅行“为时已晚”,当地时间12月29日，美国传染病专家福奇指出，目前美国每天都有10万至20万例新增新冠肺炎病例，住院和死亡人数也在随之增加。他认为，新冠病例的激增“在许多方面已失去控制”。检测并识别病毒感染者，实施隔离措施和追踪联系人等工作在美国已经极为困难。,当地时间12月29日，美国传染病专家福奇指出，目前美国每天都有10万至20万例新增新冠肺炎病例，住院和死亡人数也在随之增加。他认为，新冠病例的激增“在许多方面已失去控制”。检测并识别病毒感染者，实施隔离措施和追踪联系人等工作在美国已经极为困难。,TRUE,2020/12/30 7:34
5febbd087d4ebd33f8361c55,阿尔及利亚总统结束新冠肺炎治疗 病愈回国,因身患新冠肺炎而赴德国就医的阿尔及利亚总统特本，29日结束治疗返回阿国首都阿尔及尔。阿尔及利亚国会两院议长、阿军队总参谋长及阿总理等政府高级官员到机场迎接。特本在抵达机场后发表了简短讲话，向住院期间关注其健康状况的阿民众表示感谢，并祝愿大家在即将到来的新年健康幸福。,因身患新冠肺炎而赴德国就医的阿尔及利亚总统特本，29日结束治疗返回阿国首都阿尔及尔。阿尔及利亚国会两院议长、阿军队总参谋长及阿总理等政府高级官员到机场迎接。特本在抵达机场后发表了简短讲话，向住院期间关注其健康状况的阿民众表示感谢，并祝愿大家在即将到来的新年健康幸福。,TRUE,2020/12/30 7:34
5febbd087d4ebd33f8361c56,西班牙一名护士接种新冠疫苗一天后病毒检测呈阳性,据当地媒体报道，西班牙加泰罗尼亚大区卫生部门当地时间12月29日通报称，该大区莱里达省养老院的一名护士新冠病毒检测结果呈阳性。这名护士12月27日在养老院内接种了新冠疫苗，约24小时后接受病毒核酸检测。当地卫生部门表示，整个疫苗接种过程严格遵守了各项安全和防护措施，目前正对4名工作人员和66名老人进行预防性隔离，其中61人已接种疫苗，31日将对所有人员再次进行病毒检测筛查。,据当地媒体报道，西班牙加泰罗尼亚大区卫生部门当地时间12月29日通报称，该大区莱里达省养老院的一名护士新冠病毒检测结果呈阳性。这名护士12月27日在养老院内接种了新冠疫苗，约24小时后接受病毒核酸检测。当地卫生部门表示，整个疫苗接种过程严格遵守了各项安全和防护措施，目前正对4名工作人员和66名老人进行预防性隔离，其中61人已接种疫苗，31日将对所有人员再次进行病毒检测筛查。,TRUE,2020/12/30 7:34
5feb10f1de72535180cd04f8,预防变异新冠病毒进入 菲政府限制来自20个国家或地区的旅客入境,当地时间12月29日，菲律宾总统府发布消息称，菲总统杜特尔特已批准一项新的入境限制措施，从2020年12月30日0时起至2021年1月15日，来自20个国家或地区的旅客将不被允许进入菲律宾，以防止变异新冠病毒进入菲律宾。这些国家或地区包括英国、瑞士、丹麦、爱尔兰、新加坡、日本、德国、澳大利亚、冰岛、南非、意大利、以色列、西班牙、荷兰、黎巴嫩、加拿大、瑞典、法国、韩国以及中国香港地区。 ,当地时间12月29日，菲律宾总统府发布消息称，菲总统杜特尔特已批准一项新的入境限制措施，从2020年12月30日0时起至2021年1月15日，来自20个国家或地区的旅客将不被允许进入菲律宾，以防止变异新冠病毒进入菲律宾。这些国家或地区包括英国、瑞士、丹麦、爱尔兰、新加坡、日本、德国、澳大利亚、冰岛、南非、意大利、以色列、西班牙、荷兰、黎巴嫩、加拿大、瑞典、法国、韩国以及中国香港地区。 ,TRUE,2020/12/29 19:20
5feb10f1de72535180cd04f9,今日北京新增顺义区南法信镇东海洪村为中风险地区,刚刚，北京新型冠状病毒肺炎疫情防控工作领导小组医疗救治和防院感组通报，经市疾控中心评估，按照《北京市新冠肺炎疫情风险分级标准》，从2020年12月29日起，新增顺义区南法信镇东海洪村为中风险地区。截至目前，全市共有中风险地区4个，为朝阳区汉庭酒店大山子店（包括底商）、顺义区南法信镇西杜兰村、顺义区高丽营镇张喜庄村、顺义区南法信镇东海洪村，全市其它地区均为低风险地区。,刚刚，北京新型冠状病毒肺炎疫情防控工作领导小组医疗救治和防院感组通报，经市疾控中心评估，按照《北京市新冠肺炎疫情风险分级标准》，从2020年12月29日起，新增顺义区南法信镇东海洪村为中风险地区。截至目前，全市共有中风险地区4个，为朝阳区汉庭酒店大山子店（包括底商）、顺义区南法信镇西杜兰村、顺义区高丽营镇张喜庄村、顺义区南法信镇东海洪村，全市其它地区均为低风险地区。,TRUE,2020/12/29 19:20
5feb10f1de72535180cd04fa,印度发现6例自英国输入的变异新冠病毒确诊病例,印度卫生部当地时间29日早间发布声明表示，在近期对从英国入境印度的人员进行新冠病毒检测中发现，截至目前至少有6名确诊患者的病毒基因序列与英国发现的变异新冠病毒相同。卫生部的声明中表示，这6人中班加罗尔有3例，海得拉巴有2例，浦那有1例。6名患者都已被隔离，而且他们的密切接触者也正在进行进一步的筛查和隔离。,印度卫生部当地时间29日早间发布声明表示，在近期对从英国入境印度的人员进行新冠病毒检测中发现，截至目前至少有6名确诊患者的病毒基因序列与英国发现的变异新冠病毒相同。卫生部的声明中表示，这6人中班加罗尔有3例，海得拉巴有2例，浦那有1例。6名患者都已被隔离，而且他们的密切接触者也正在进行进一步的筛查和隔离。,TRUE,2020/12/29 19:20
5feb10f1de72535180cd04fb,香港新增新冠肺炎确诊病例53例 累计确诊8725例,香港特区政府卫生署卫生防护中心29日公布，截至29日零时零分，香港新增新冠肺炎确诊病例53例，其中50例为本地感染病例，14例源头不明，累计确诊8725例。卫生署卫生防护中心发布消息，截至29日上午9时，香港过去24小时内共有90名确诊病人出院，累计7616名确诊或疑似病人康复出院。目前仍有879名确诊病人在院治疗，其中47人病情危殆，60人病情严重，772人病情稳定。,香港特区政府卫生署卫生防护中心29日公布，截至29日零时零分，香港新增新冠肺炎确诊病例53例，其中50例为本地感染病例，14例源头不明，累计确诊8725例。卫生署卫生防护中心发布消息，截至29日上午9时，香港过去24小时内共有90名确诊病人出院，累计7616名确诊或疑似病人康复出院。目前仍有879名确诊病人在院治疗，其中47人病情危殆，60人病情严重，772人病情稳定。,TRUE,2020/12/29 19:20
5feb10afde72535180cd04f7,北京：倡导线上团拜 压减线下年会、茶话会、联欢会、游园会,今天（12月29日），在北京市新冠肺炎疫情防控工作新闻发布会上，北京市疾控中心副主任庞星火表示，北京市疫情形势严峻复杂，随着元旦和春节假期临近，人员流动和聚集增加，加大了疫情传播风险，各单位要严格落实防疫措施，加强员工健康监测和管理，理解并支持疫情期间防控工作，减少人员流动、减少人员聚集、倡导线上团拜，压减线下年会、茶话会、联欢会、游园会等人员聚集性活动场次和规模。,今天（12月29日），在北京市新冠肺炎疫情防控工作新闻发布会上，北京市疾控中心副主任庞星火表示，北京市疫情形势严峻复杂，随着元旦和春节假期临近，人员流动和聚集增加，加大了疫情传播风险，各单位要严格落实防疫措施，加强员工健康监测和管理，理解并支持疫情期间防控工作，减少人员流动、减少人员聚集、倡导线上团拜，压减线下年会、茶话会、联欢会、游园会等人员聚集性活动场次和规模。,TRUE,2020/12/29 19:19
5feae95bde72535180cd049e,北京：对21天内有境外旅居史的进京人员加强管控和健康监测,今天下午，北京市新型冠状病毒肺炎疫情防控工作第195场新闻发布会介绍，当前首都疫情防控要进入应急状态。要坚持“人物同检”，加大筛查力度。病例活动区域全面筛查、不漏一人，扩大环境采样范围，对与病例及其环境有接触史的人员优先安排核酸检测。严格入境人员“14+7”措施，对21天内有境外旅居史的进京人员加强管控和健康监测。,今天下午，北京市新型冠状病毒肺炎疫情防控工作第195场新闻发布会介绍，当前首都疫情防控要进入应急状态。要坚持“人物同检”，加大筛查力度。病例活动区域全面筛查、不漏一人，扩大环境采样范围，对与病例及其环境有接触史的人员优先安排核酸检测。严格入境人员“14+7”措施，对21天内有境外旅居史的进京人员加强管控和健康监测。,TRUE,2020/12/29 16:31
